3,00
3,03
3,05
3,04
3,06
3,05
3,06
3,05
3,05
3,06
3,06
3,05
3,05
3,04
3,04
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,05
3,08
3,08
3,09
3,09
3,08
3,08
3,09
3,09
3,09
3,09
3,09
3,09
3,09
3,09
3,10
3,10
3,10
3,10
3,10
3,10
3,09
3,09
3,10
3,10
3,12
3,12
3,11
3,11
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,12
3,11
3,11
3,12
3,12
3,13
3,13
3,13
3,13
3,12
3,12
3,11
3,11
3,12
3,12
3,10
3,10
3,08
3,08
3,10
3,10
3,10
3,10
3,12
3,12
3,12
3,12
3,13
3,13
3,12
3,12
3,09
3,10
3,11
3,12
3,11
3,12
3,13
3,14
3,15
3,19
3,23
3,37
3,55
3,56
3,56
3,80
3,98
4,05
4,05
